"...1","median.X2016.11","median.X2016.12","median.X2017.01","median.X2017.02","median.X2017.03","median.X2017.05","median.X2017.06","median.X2017.07","median.X2017.08","median.X2017.10","median.X2017.11","median.X2017.12","median.X2018.02","median.X2018.04","median.X2018.05","median.X2018.06","median.X2018.07","median.X2018.08","median.X2018.09","median.X2018.10","median.X2018.11","median.X2019.02","median.X2019.03","median.X2019.04","median.X2019.05","median.X2019.06","median.X2019.07","median.X2019.08","median.X2019.09","median.X2019.10","median.X2020.01","median.X2020.03","median.X2020.04","median.X2020.05","median.X2020.06","median.X2020.07","median.X2020.08","median.X2020.09","median.X2020.10","median.X2020.11","median.X2021.01","median.X2021.02","median.X2021.03","median.X2021.04","median.X2021.06","median.X2021.07","median.X2021.08","median.X2021.09","median.X2021.10","median.X2021.11","median.X2021.12","median.X2022.01","median.X2022.02","median.X2022.03","median.X2022.04","median.X2022.05","median.X2022.06","median.X2022.07","median.X2022.08","median.X2022.09","median.X2022.11","median.X2022.12","median.X2023.02","median.X2023.04","median.X2023.06","median.X2023.07","median.X2023.08","median.X2023.09","median.X2023.10","median.X2023.12","median.X2024.01","median.X2024.03","median.X2024.04","median.X2024.05","median.X2024.07","median.X2024.08","median.X2024.10","median.X2024.11","median.X2024.12","median.X2025.01","median.X2025.02","median.X2025.03"
1,0.694117665290833,0.735947728157055,0.788758182525629,0.58352943658814,0.517927199602132,0.666968345642081,0.822367476092435,0.852287590503685,0.857897611955797,0.706398366313225,0.985725491046902,0.97843137383461,0.71498040914513,0.675070047378493,0.664328804382913,0.882132014758148,0.794899409892521,0.786187376578644,0.821453297839445,0.833006545901276,0.725490212440544,0.711586469953733,0.732454377001736,NA,0.810244108949373,0.880341887474062,0.86617647111416,0.855103075504308,0.793782022622264,0.788344239195186,0.889615111880847,0.662053076659932,0.738188624382021,0.855115841735488,0.864025618348803,0.843319132708116,0.824877461418512,0.759523796183688,0.463650077581447,0.9851879614174,NA,0.552941203117371,0.596141706551277,0.643427762720319,0.890780148353978,0.883252980279139,0.374117654562015,0.881670936294222,NA,0.356353459033117,0.968627452850226,0.885999318800462,0.827450990676856,0.636036057729965,0.614705905318253,0.893183946609497,0.888353420309271,0.888235270977018,0.869934638341264,0.855540364287623,0.89260935783389,0.969628704355105,0.673957489745716,0.660303386877163,0.824079817847199,0.889943080563698,0.822643906839428,0.879336357116696,0.848728661767894,0.983631714530613,0.558605690797168,0.586687331136876,0.789190123392182,0.859324163578915,0.898370621909556,0.879463355792198,0.424557738701547,0.530196106433964,0.307985234519704,0.711188021828184,0.349146119048535,0.380392163991989
2,0.782222235202789,0.945098042486248,0.920448184017099,0.732679754496927,0.641789237038526,0.937512903621487,0.853464061022003,0.896017163060891,0.848937917500803,0.804826557639677,0.908674990589688,0.992156863212585,0.238322165005344,0.619026892715579,0.795065341889735,0.867465512620078,0.830588245391767,0.575757601045028,0.819683268666311,0.788205140829348,NA,0.744836616516005,0.61971385414663,0.573747302095603,0.798315489415188,0.861735593564573,0.851848735128192,0.83699347376838,0.784678529861361,0.793650805950301,0.776732039455675,0.57176473140835,0.634741097691522,0.854095176172807,0.81552730299344,0.800597125494964,0.780392169952646,0.775980398058928,0.731334118282503,0.683029092593366,NA,0.538655489683664,0.58126364151898,0.618238429228644,0.898039221763785,0.862972443518295,0.573820905105229,0.859803929924947,NA,0.761764720085222,0.840931382033923,0.770036778415086,0.711192827672583,0.619921591283563,0.608496755364024,0.871977131813732,0.836862754821081,0.86558656520765,0.852828034987581,0.843713965486121,0.836176480353708,0.670196098090786,0.673692829907557,0.645728312432999,0.790770462065441,0.847764714956465,0.798431384563567,0.845652987372595,0.817333344221376,NA,NA,NA,0.650784334549008,0.786519620567792,0.867344476558584,0.84528478980083,0.79686275720839,0.851353883744095,0.422671573236585,0.862274518013418,0.728489058859823,0.684383772314388
3,0.896997555158981,0.911615645676258,0.900098045170325,0.842660915548167,0.817054662552124,0.80947713553882,0.710992292923705,0.840936310875191,0.397085514894076,0.357940720297553,0.367870021924999,0.442756523496155,0.179192008555607,0.345652477083621,0.38199411186556,0.458281526478855,0.418240610892179,0.450164141024645,0.439498042822325,0.473899261859056,0.443418980158967,0.313842033693195,0.302497858456031,0.32514855468826,0.398146284863467,0.609052244596927,0.636647779460447,0.534814842542276,0.511894190945464,0.525338747470916,0.516956081695669,0.473802433927439,0.496124459404545,0.73543760543952,0.712702489418075,0.69289676254671,0.591619071960755,0.63987983426776,0.647217612517865,0.631293079740492,0.348366022110725,0.487109299933966,0.516851407030661,0.535904881407254,0.858790444422386,0.859191414786711,0.6607586468152,0.840569952701176,NA,0.774341147753831,0.759345570748694,0.734812340736646,0.692803559480316,0.623224918476811,0.606111134589168,0.861900921268339,0.689604749282061,0.842232273175291,0.659912857744633,0.630728559759947,0.708637091828552,0.562710179433032,0.631535969675095,0.601202549073462,0.835558657263919,0.882684222231131,0.802283278032519,0.82137255966678,0.797578102606382,0.85748729970737,0.702276040695291,0.631372570991516,0.706951292960719,0.744787912796403,0.892232168105347,0.864244634189175,0.836681560242612,0.853795886039819,0.658073608381379,0.82066039605589,0.658757223009195,0.666462764978389
4,0.559135787804812,0.615922455695719,0.585438250926214,0.565980362855239,0.553876519717003,0.90236406612839,0.827588155626384,0.905359966978421,0.865033517920489,0.771840315985423,0.590921062894406,0.563266206487319,0.0661866219395276,0.334715985602336,0.299007696463667,0.276990640283045,0.3474755541191,0.385214453794434,0.434743234515285,0.474961997310055,0.448304823017293,0.336203769617516,0.344308418056527,NA,0.573589693841596,0.7468183650723,0.70490139807042,0.641979778178109,0.611438568688805,0.626686629097357,0.517176402939731,0.474264543471143,0.534169156073396,0.786372667285278,0.766271309334711,0.825487254291218,0.725965257253685,0.736409340661233,0.678526131936018,0.750321820136424,0.570752122457903,0.542491361702951,0.544089999499628,0.540175709330912,0.865840612654125,0.865502510968662,0.814991118497812,0.875733651909634,NA,0.797597947879673,0.782152553359586,0.763161702468014,0.722388584532573,0.665041869102738,0.644816832357201,0.885922442071998,0.877657435347828,0.869162245474575,0.808386268470153,0.791367283435398,0.779240432262873,0.720778508315267,0.70268162806295,0.680308231328625,0.857320166688769,0.898986926470294,0.850089730862863,0.876712671075469,0.84917314580622,0.854961592449197,0.724828684252053,0.692271792167761,0.757924310715155,0.783388282011783,0.902558790879155,0.872263195819644,0.843969962856555,0.843633317803508,0.619794082297756,0.826324625572766,0.774066029421782,0.732012902263692
5,0.892427974383524,0.911064197254891,0.910488063486912,0.852665223015647,0.844266576668833,0.926673317763814,0.832274519801292,0.912751653744032,0.876931326311136,0.912008824836776,0.951084507221582,0.994620412588111,0.686278530103806,0.797456565753395,0.759457894984481,0.875886299944319,0.671555129861027,0.780119838813935,0.855656013252111,0.881573933926759,0.842631514387256,0.839030475200988,0.833444999034137,0.713854993008109,0.678302011188802,0.425718364499022,0.460588237643326,0.514682666278,0.516272329667832,0.474894272930395,0.40712031128552,0.32927966530021,0.302910550963118,0.361946445340092,0.506696292814299,0.556017712623902,0.530860525028007,0.511374859433443,0.546239788774017,0.614663039091248,0.116446863952737,0.45828821953111,0.482831580257006,0.49963296270873,0.759750144460663,0.681989266266734,0.420946920063779,0.733180786001263,NA,0.66966232905772,0.642817583097068,0.609063781255041,0.555633333092718,0.53952169598658,0.594352359707218,0.843159954136339,0.76846769716991,0.769587240717145,0.604483167523444,0.598655486106913,0.700873879184924,0.692861496680045,0.580208835818592,0.602302754951665,0.805121623101791,0.787315842963834,0.703342263671385,0.738300059780871,0.726959929902415,0.819086489305555,0.600825617187968,0.620488977696322,0.715200016975367,0.778094121569808,0.870266651263275,0.771760078577335,0.810996890497611,0.848070054684,0.548900799318656,0.756436107473239,0.491936834797104,0.591781340909756
7,0.893954254686829,0.913675855232192,0.90936819712321,0.868464060127734,0.856395118904907,0.872311734849484,0.659542503952981,0.917732315218968,0.872808674426928,0.9239010682293,0.944177660406851,0.989542484283444,0.711797585367485,0.655408643936918,0.801244336825152,0.891332240305214,0.871665412008507,0.711401614877929,0.900192869979826,0.90717268105476,0.901668758468422,0.866531114225028,0.798558953655773,0.53064208872178,0.832205365261722,0.864272196716235,0.855895078801488,0.850891129563492,0.849813032704728,0.852298763063216,0.902720784032068,0.796552062898436,0.840955184200615,0.853713597312119,0.842717096209526,0.843137264251707,0.82002744556945,0.849221270765576,0.799368203679715,0.908123254775999,0.871572669641471,0.754061639308928,0.812666227077608,0.817330814176986,0.876704719084413,0.86312157678604,0.750258012821778,0.90222222805023,NA,0.907275065083368,0.931509352007576,0.943250926940334,0.909576222973484,0.847342319517247,NA,0.369534534630571,0.35975148096497,0.375993648090891,0.43343137651683,0.50792841807656,0.5728507041932,0.469373591969529,0.414341200521042,0.396492105118844,0.660201398102019,0.747872965377679,0.71896380664659,0.743006551265726,0.727357625961308,0.654901981353768,0.452428358793269,0.384789074009118,0.314285725355156,0.354642997935139,0.649771262705334,0.583057306345229,0.649189892937164,0.679144404151236,0.546800852606175,0.592784337997443,0.547752057061054,0.505098068714148
9,0.559238612216775,0.626068034033913,0.593869993247522,0.578533521853339,0.57537836456445,0.920965667971416,0.667917041675018,0.918441519398123,0.874664950370777,0.827320271730464,0.685513545927562,0.687008155243714,0.558571567377324,0.54138860792465,0.847129123840706,0.886446353695217,0.863897205409367,0.80245941477955,0.870535407505364,0.859842269280798,0.651583731174513,0.478167947820859,0.397096669360235,NA,0.377218171272488,0.32051720308227,0.369052689119257,0.41382691521091,0.38970889626478,0.398705888390679,0.420056027174123,0.412597372923918,0.440059916426824,0.699859932065444,0.661499203183176,0.664126734283838,0.589326400189821,0.653519879819776,0.661473090418582,0.668896746704663,0.480325058952635,0.525432065508138,0.55694346221878,0.581611387431663,0.885261288385127,0.890655755996686,0.762183429207711,0.893831939101243,NA,0.833372299244843,0.846023244208953,0.831041654735712,0.8001301524649,0.733905840964228,0.259252465330059,0.875197702708833,0.861879751373331,0.855735822864245,0.810177270535408,0.811151450555431,0.814485805375253,0.678136366316042,0.744504977707472,0.724533732344479,0.849034141169646,0.896507786407625,0.847410017874739,0.883181372787747,0.86184974813037,0.883712846905895,0.747149510707391,0.642683199832173,0.804438463254729,0.82119282111526,0.899159669876097,0.884839938135227,0.855425669943888,0.852444453239452,0.652044242683952,0.849583243068862,0.78382712037017,0.742375184046489
11,NA,NA,NA,0.544117674231522,0.556149759075966,0.919117651879909,0.40568628013153,0.90210084617135,0.851324398266629,0.708399197948534,0.68056557859752,NA,0.281792730093311,0.543619225723602,0.840902856616161,0.87119043141273,0.709164868460521,0.647058844566407,0.847785049014599,0.830507961314455,0.594233011499754,0.49215686321181,0.39782135685294,0.226116839911523,0.335098049044914,0.311355322599821,0.377889035230466,0.43508214483432,0.444822844706238,0.489855073068529,0.605228781700295,0.400170508934847,0.440849676729154,0.663075557585688,0.669094324112169,0.670700260571169,0.620233043380913,0.675650637438858,0.660358076510354,0.752600185248447,0.491316539900021,0.51372551918046,0.55201848114244,0.552890273657673,0.855462193488964,0.866988114646218,0.755358596370746,0.902396519978836,NA,0.834728127902519,0.857013583184896,0.833386337436747,0.835846461041031,0.733893573284227,NA,0.880542993545528,0.868050757576413,0.866601314147299,0.841488397934195,0.84353246106665,0.845751643180908,0.707604034642962,0.760784327984099,0.741677111767624,0.840104584693881,0.897906848146944,0.846702326427793,0.889116754225623,0.869866674423245,0.98718954324722,NA,0.45446623365108,0.832875826954774,0.876655575239397,0.836601316930823,0.884201659475041,0.840451584079077,0.832215907112281,0.569419712731755,0.980291604995705,0.783120217530723,0.737147965756292
15,0.891882493227336,0.912992745534771,0.914093964851847,0.860317468643137,0.852871981087837,0.847296503457199,0.356862753630582,0.909453786909566,0.871051306434235,0.73000854124194,0.950490176677704,0.994912559921677,0.650035456720514,0.81665246901297,0.842202039268942,0.880864763259908,0.772937162249721,0.814965997423471,0.879053302535966,0.892763216093337,0.867983201146044,0.84965666487238,0.843624690831667,0.670388429787271,0.814106764892716,0.862233597299328,0.851903944775692,0.683054969266534,0.831148128552665,0.841914409591265,0.911671340465484,0.790648579597394,0.84087737738072,0.816088295784316,0.808581326288454,0.809956322590953,0.81080215031456,0.830936822626385,0.831260514259262,0.910756077295439,0.865341074030137,0.720331171353531,0.799607140770297,0.818153308521566,0.879003716803929,0.855213205019633,0.560705908536912,0.898792832771681,NA,0.900876101027115,0.932912486064762,0.949628130115311,0.909750206829728,0.84393471237001,NA,0.36893195706262,0.371395624735895,0.459292779366894,0.569743078330656,0.685650642622701,0.75243283973815,0.695633247278615,0.473845565843271,0.529411792755194,0.790425128406813,0.839520706733014,0.789803934097154,0.824242434718314,0.804589081317857,0.760433142754718,0.48383510981019,0.380392163991928,0.295277829930933,0.358756692910813,0.728706779774656,0.658431386947514,0.692721551372919,0.753742074882599,0.561043617153899,0.683317953379598,0.329500901428138,0.527559477471396
16,0.519150355458251,0.599054897646179,0.586186738156591,0.572846133600594,0.580471939075199,0.894031227620168,0.505714750583261,0.897764578815842,0.856015379554669,0.708096232629131,0.670762261270981,0.694847259410636,0.438421733017813,0.589831612178206,0.849955181679474,0.876204832958952,0.807363955937462,0.771583495492272,0.847349787719777,0.821873465881612,0.634764908445273,0.490225691722063,0.433882356882106,0.214748226972544,0.344154139666572,0.297009026361679,0.342203063704091,0.379889398813264,0.373626156284223,0.384430319554121,0.403406810006575,0.347155339992626,0.357960996630156,0.547750142711565,0.599221548726572,0.587305185976414,0.575213700532951,0.654662969088364,0.65367041442016,0.69679124946388,0.436881259761106,0.515607079773264,0.545378031317659,0.567037003641238,0.864212973216159,0.868771249651914,0.792698639569992,0.895627889727406,NA,0.836482481523019,0.869117654860002,0.865501408576942,0.822019929687153,0.736507355595568,0.710233195765697,0.877052703406657,0.862373352602667,0.854325969542122,0.8303715493152,0.830170854831781,0.815460451985128,0.655095298105517,0.75421578669797,0.724364428860795,0.841588699274495,0.893318815363774,0.846960872435735,0.884270416092619,0.863317473861514,0.899729957837527,0.738285845395243,0.360282169972981,0.811801947181751,0.828861755262945,0.851679661778883,0.796348626219426,0.840170524526081,0.837220022262645,0.590861265638265,0.851162962862266,0.782286361478382,0.733027659041329
