"...1","median.X2016.11","median.X2016.12","median.X2017.02","median.X2017.03","median.X2017.05","median.X2017.06","median.X2017.07","median.X2017.08","median.X2017.10","median.X2017.11","median.X2018.02","median.X2018.04","median.X2018.05","median.X2018.06","median.X2018.07","median.X2018.08","median.X2018.09","median.X2018.10","median.X2018.11","median.X2019.02","median.X2019.03","median.X2019.05","median.X2019.06","median.X2019.07","median.X2019.08","median.X2019.09","median.X2019.10","median.X2020.01","median.X2020.02","median.X2020.04","median.X2020.05","median.X2020.07","median.X2020.08","median.X2020.09","median.X2020.11","median.X2021.01","median.X2021.02","median.X2021.06","median.X2021.07","median.X2021.08","median.X2021.09","median.X2021.10","median.X2021.11","median.X2021.12","median.X2022.03","median.X2022.05","median.X2022.06","median.X2022.07","median.X2022.08","median.X2022.10","median.X2022.11","median.X2022.12","median.X2023.02","median.X2023.06","median.X2023.07","median.X2023.08","median.X2023.10","median.X2023.12","median.X2024.01","median.X2024.03","median.X2024.04","median.X2024.06","median.X2024.07","median.X2024.08","median.X2024.10","median.X2024.12"
2,0.86000311248853,0.883584722876522,0.84257332189415,0.816483098196999,0.893650316203906,0.903206705115828,0.890236100980222,0.838498850022678,0.46235294342041,0.884384119510728,0.804407438345533,0.670985375778704,0.792572100022232,0.747152209281808,0.440579713686844,0.401976229403254,0.39661934355236,0.401192529683319,0.370135754347008,0.358173845152453,0.289439914071589,0.367841337957835,0.600448957597349,0.547129382332987,0.49750892445533,0.504901990295193,0.483812130471698,0.527818655596372,0.532094077631188,0.597045417518049,0.796399074905306,0.802821252482478,0.734432146169103,0.791304998853252,0.619035722093594,0.557671984038548,0.489691236240638,0.870222456801797,0.867899872222114,0.83751634955404,0.873236574909889,0.819032488642845,0.65051421252153,0.78760478005713,0.654675223997797,0.887460107027111,0.889491286969927,0.887700541452845,0.808309701861774,0.808333344757934,0.800433068553787,0.795942435376365,0.601420335471921,0.844934649765395,0.771945714950293,0.88739107425011,0.839906721125779,0.626704396307562,0.663437668851396,0.362589488426488,0.71178692061967,0.881021094772074,0.905118155479406,0.903562097251437,0.812996780735617,0.789106766383212
5,0.836317145305959,0.864224943349863,0.808627462386898,0.768261451721142,0.861236810683799,0.865928497033713,0.862230152794669,0.807712429761748,0.365859292885449,0.855383565550913,0.760740265417563,0.668317873227215,0.797847770681196,0.50908710495065,0.453710968626655,0.402889582671698,0.425219197825966,0.420108473681081,0.412044823169285,0.366875268677093,0.279372562169765,0.317298485834895,0.372549027204318,0.466242715313272,0.482216143330655,0.508958122309,0.0559714819219979,0.546247491548426,0.525245126336195,0.535020057232008,0.748171716123035,0.729471198537165,0.717937562200612,0.764270166555601,0.600603342056168,0.562617800452314,0.495501760173549,0.854509812593453,0.855154973845382,0.843491089971458,0.883111961426206,0.828039225935738,0.788758182525283,0.846978800637018,0.713725507258779,0.882352948188701,0.878700800524396,0.878760671797615,0.780765652656503,0.830642964950787,0.842075787092388,0.861811399459337,0.620588257908306,0.830964062362664,0.78838469982161,0.887114852666826,0.850729018449695,0.712263831767043,0.736439846543581,0.482352942228317,0.746753827730405,0.886322931007057,0.903787274066677,0.908265083650965,0.867492267959788,0.887946950161974
6,0.896282685920639,0.910956097145918,0.868672638170216,0.856001277014765,0.914073513312796,0.899240992723029,0.890895317245996,0.856646855008802,0.286666679383816,0.925910157316221,0.862715949577948,0.66857486432626,0.820371057676447,0.422376840666462,0.377411045796658,0.358756182644745,0.355605733483861,0.36117647886369,0.353388203395536,0.344674095109172,0.295577817775191,0.346009032257541,0.454558468431497,0.501065319449395,0.46035405612679,0.489845547764217,0.1980392187832,0.58854904413298,0.567401986570108,0.573807820126425,0.750965552574005,0.776831205549165,0.717425696792523,0.785787641829504,0.660216045242609,0.592603830511441,0.518989957148331,0.845984032419455,0.853447998100545,0.787815138697647,0.860955652681526,0.846479809124476,0.786134466529383,0.797377463058037,0.679644694644715,0.895846516855303,0.890329301736929,0.895036218939627,0.870627458691572,0.871914106607425,0.862839705457776,0.827929230725074,0.748543043310973,0.846686959780437,0.790916721025426,0.904092837144942,0.892925055189531,0.850790175706909,0.764066061534837,0.701682111938731,0.89323513459418,0.89120161533352,0.889127462517986,0.894474159587533,0.872184881567994,0.592015710592644
8,0.887639564299613,0.914460434953191,0.867279349285493,0.838751424781871,0.938085135258132,0.929395782087373,0.9273604061105,0.888995795483722,0.474574199010828,0.768468101901187,0.832485030279798,0.427451005919509,0.436662714057125,0.492810468516948,0.549103834684824,0.57730986944057,0.656992723535493,0.657734824547106,0.537293449384292,0.407632464709901,0.271091256535519,0.332744607455191,0.498705814048713,0.58795218818414,0.603210575059805,0.584183815056794,0.454251930564121,0.600415536888294,0.554668225337346,0.607307437319487,0.806985980823426,0.818456772527439,0.71921856546926,0.777018457463678,0.711028249632235,0.66105057358273,0.560416363308508,0.88099616883561,0.877209230175415,0.81206399941745,0.874908322356491,0.772584928527884,0.447896297173073,0.739962694154215,0.546114031861309,0.851762695892458,0.861063783573671,0.82876392512734,0.699987465515278,0.779524135163481,0.674894788504461,0.771760990897518,0.587279173310486,0.820116845105614,0.876580715940696,0.876714285525679,0.851779438696289,0.691905875511246,0.700641122012421,0.615926519145428,0.790365274781666,0.846881401528512,0.888292305622726,0.892345076129581,0.848938340813415,0.698866744716342
13,0.911348787221021,0.937254905700966,0.889215692877728,0.868235301971515,0.936274513602383,0.938336717671397,0.924346409738225,0.88580766320228,0.513725519180298,0.936274528503206,0.868845323721507,0.54344687963558,0.851779239045269,0.887091509997872,0.817301048952077,0.843137264251861,0.890426765469853,0.905718959867934,0.912470593452757,0.922775268554781,0.824836611747734,0.840522885322536,0.884095867474727,0.848673596101694,0.874672081963747,0.853928530469798,NA,0.927635964357637,0.883384939871283,0.849371552467383,0.84724557399748,0.902590177677231,0.827233125765939,0.881639935753642,0.892156869173146,0.908235299587144,0.821568638086337,0.902222228050276,0.890686281025433,0.855686283111651,0.930532217025669,0.941321717368313,0.474509820342064,0.955294120313213,0.8607843220232,0.879292211881445,0.880882360041107,0.889106760422344,0.862483668327321,0.892592598994524,0.755478676627276,0.954084970057203,0.862324938177864,0.686710258324772,0.41241830587442,0.358823537827167,0.446293642608259,0.452941194177539,0.372324937582141,NA,0.423529416324026,0.563689205381687,0.659976952217367,0.698474963506211,0.714285731315989,0.638375371694796
15,0.902339703426074,0.920235864288644,0.888800712095358,0.86842106047424,0.941610976507974,0.935008112380364,0.930311422838876,0.892427574453956,0.648332856632998,0.802182453744085,0.875199808878135,0.498168144568831,0.853525487690038,0.89125462427084,0.865837965821297,0.803756988940689,0.891549583890354,0.902079825960076,0.831799660578673,0.916352314577183,0.830716344720052,0.840872350714057,0.884317290977619,0.85145883238315,0.865267992516352,0.861875103867519,0.231372550129122,0.920292986808565,0.875951384829541,0.843898412547477,0.85122742896944,0.900866457214714,0.83482641747234,0.885314915833587,0.89188425582611,0.909721149775364,0.827376942935187,0.907645369125706,0.891843454525969,0.862382608301461,0.930573715103949,0.939737175056204,0.540244200542926,0.951455989543408,0.86444602745116,0.888546600538399,0.888172722560272,0.89313339638802,0.866299027576952,0.890282681123653,0.760343321157817,0.943737761903629,0.785648160924275,0.794005532374799,0.449483389179943,0.357833736975005,0.392980398536058,0.418280431161611,0.358643155051166,NA,0.416466136886677,0.591324770962409,0.655839460667445,0.666371967438053,0.680259945765056,0.588815886048709
17,0.569918916886025,0.593794465065063,0.495973686680601,0.462265797456246,0.948207033647075,0.886728592922992,0.916476446301225,0.882942104003805,0.279034703969951,0.627781470170251,0.462560865503154,0.461064440863711,0.823656952962535,0.8895938965711,0.882031178474382,0.885046895172222,0.884400139824798,0.843051390491223,0.452259167381051,0.354681979010795,0.305450991988239,0.305645629411679,0.326450590576787,0.467897858730942,0.5470490805546,0.620405859379114,NA,0.546104955512251,0.512104101479168,0.613795541227206,0.782622081392092,0.851328984896406,0.770448192954034,0.831387083397957,0.803097721408345,0.772156876325513,0.645797958815834,0.925700284540653,0.909736700058006,0.871690691953569,0.927016328121027,0.906584729009581,0.720030774087819,0.901145918802768,0.729930506812281,0.896221909581131,0.891996805156962,0.891337282127794,0.840012264437866,0.839071785091234,0.83592460469788,0.841898874232766,0.726462761402191,0.82844988073941,0.906503597108416,0.920128055981191,0.895110455494882,0.728774127436493,0.738666682243624,NA,0.742834056161238,0.87904341648076,0.910960493754916,0.924943004929727,0.865419816970889,0.543969557439787
18,0.609688604579252,0.62908498942852,0.541176497936249,0.520018268463224,0.95137255191803,0.853594779968262,0.898658416773144,0.879645198583603,0.406666685640812,0.616339862346649,0.504014961776279,0.481372579932213,0.826043248176575,0.88958093699287,0.874034469777888,0.902317296374928,0.889905598428514,0.833578441292048,0.471646438042323,0.37777778506279,0.3281862847507,0.344260106484095,0.432442071762952,0.605228781700134,0.636688494020038,0.599195599555969,-0.176931953605484,0.574962317943573,0.525846730579029,0.614479660987854,0.772810471057892,0.854640531539917,0.793137267231941,0.838859189640392,0.770072253126847,0.723921585083008,0.612846540993658,0.923422464457425,0.915089519127556,0.882122267695034,0.927335644469542,0.912537141279741,0.634100618569747,0.884313732385635,0.740664977094401,0.891596645116806,0.893028328816096,0.895798325538635,0.875000007450581,0.862594276666641,0.842556291156345,0.82191465882694,0.730628819301211,0.832493007183075,0.91089325149854,0.92661064863205,0.904357304175695,0.795686286687851,0.738387815157572,NA,0.719352105389471,0.874509811401367,0.914379090070724,0.929411768913269,0.869281053543091,0.624666120695031
21,0.581639953634809,0.621960806846478,0.568120377330816,0.582826258807226,0.961045753955724,0.935870822737579,0.920833338051211,0.890326803922565,NA,0.667883743500024,0.551903140895119,0.612665629870076,0.891260076400743,0.897488826199027,0.827672548213158,0.849089644849096,0.842320270836214,0.762156876921376,0.525034228036243,0.231372550130436,0.192279415205533,0.214640524983699,0.37703081965823,0.406253317723593,0.303196676302128,0.247143173410944,0.0432637586555657,0.464111707429242,0.499439781265411,0.349019616844838,0.618414344996179,0.439275107600752,0.262254910855649,0.503386838870174,0.665022157851382,0.475460488687596,0.467810471230258,0.702156880498767,0.451194328611883,0.52349378954108,0.693972422017545,0.710313742756677,0.690000018477862,0.604554103271059,0.545498226370614,0.665907673297928,0.650108953317397,0.682875835896065,0.410539221019376,0.688172061597289,0.718627467756214,0.660102322050164,0.516227202684704,0.553784551159217,0.608184166577111,0.454901963473348,0.577451005578196,0.550245124846438,0.524541457814465,0.576220300603065,0.552205909041224,0.709554950397168,0.701960802080339,0.411020965412003,0.729817460323748,0.565196104348255
22,0.60474076429997,0.64484584331513,0.571045568385482,0.548154185147103,0.955489295144237,0.944400404984082,0.942452695230001,0.901228270778095,0.315686285495801,0.567790750028853,0.469234362244813,0.358029558310284,0.410984984092983,0.456516726928858,0.537457280853086,0.579199539939339,0.640141633649927,0.647257764702713,0.488011205196266,0.431832683801618,0.402856457012644,0.648191594896162,0.797580790855389,0.697071147762882,0.701380423754111,0.607741301709784,-0.117647062987089,0.584933827320596,0.531447670814684,0.601400583982365,0.854508407013218,0.885994903862746,0.823017913362025,0.854677723541346,0.742110192775669,0.715841909249503,0.628197968006154,0.927551366159913,0.908914734111253,0.851884398948034,0.919846967952953,0.872002808749571,0.453414472012684,0.819942302030166,0.634751152993071,0.90717494254668,0.907237739332216,0.912176125682829,0.867939236542888,0.857905723947184,0.687075182050331,0.799459638323513,0.6465895970664,0.841455384703508,0.916473564099146,0.920573892825972,0.906013954805942,0.616898418556803,0.669575643371685,NA,0.744151468935082,0.883717723092297,0.9177364442083,0.927550444784343,0.895911562316007,0.690135765075992
