"...1","median.X2016.11","median.X2016.12","median.X2017.02","median.X2017.03","median.X2017.05","median.X2017.06","median.X2017.07","median.X2017.08","median.X2017.10","median.X2017.11","median.X2018.02","median.X2018.04","median.X2018.05","median.X2018.06","median.X2018.07","median.X2018.08","median.X2018.09","median.X2018.10","median.X2018.11","median.X2019.02","median.X2019.03","median.X2019.05","median.X2019.06","median.X2019.07","median.X2019.08","median.X2019.09","median.X2020.01","median.X2020.02","median.X2020.03","median.X2020.04","median.X2020.05","median.X2020.06","median.X2020.07","median.X2020.08","median.X2020.09","median.X2020.11","median.X2021.01","median.X2021.02","median.X2021.03","median.X2021.04","median.X2021.06","median.X2021.07","median.X2021.08","median.X2021.09","median.X2021.10","median.X2021.11","median.X2021.12","median.X2022.01","median.X2022.02","median.X2022.03","median.X2022.04","median.X2022.05","median.X2022.06","median.X2022.07","median.X2022.08","median.X2022.09","median.X2022.10","median.X2022.11","median.X2022.12","median.X2023.02","median.X2023.04","median.X2023.06","median.X2023.07","median.X2023.08","median.X2023.09","median.X2023.10","median.X2023.12","median.X2024.01","median.X2024.03","median.X2024.04","median.X2024.05","median.X2024.06","median.X2024.07","median.X2024.08","median.X2024.10","median.X2024.11","median.X2024.12","median.X2025.01","median.X2025.02","median.X2025.03"
3,0.599320869539037,0.666666686534883,0.52607428773921,0.466070987378496,0.892876931166248,0.93205456500468,0.943329492036035,0.872564839980294,0.575735319405789,0.667204714766368,0.407918586753877,0.443336660073971,0.866476537964562,0.915865697697097,0.910540706461126,0.88347339630127,0.880791339298223,0.789561719578856,0.612356076637909,0.511865996139154,0.449592229275579,0.734647642983041,0.890780549496412,0.892375443634149,0.884122668168484,0.88316430716679,0.647058844566339,0.224117648601537,0.443790853023531,0.519458478689191,0.911584409146474,0.252287586530066,0.897828165131312,0.852752648293973,0.78257081906001,0.604971304987417,NA,0.439456163431117,0.441714728579806,0.474237474302458,0.923191350081871,0.90603318810463,0.868497757132415,0.874437856017997,0.69086949753039,0.409803926944726,0.688823547959325,0.581960809230807,0.566870940849181,0.477224767208104,0.468713958035494,0.908571434020996,0.902573535218835,0.916784494112318,0.892456963962437,0.832987322526821,0.724748294095739,0.670958625276882,0.663273021578803,0.506104357962337,0.430313443397958,0.326753822962453,0.438428837986832,0.503686974445987,0.409362750500458,0.315165064380147,0.423885922540336,0.274844717142015,NA,0.228842152646804,0.240331825613982,0.25903552045694,0.375317193129496,0.514151746812076,0.649080903269344,0.734015361122472,0.657884007319801,0.666421588510278,0.410346271509817,0.513821167189899
5,0.602825564146077,0.682835839800487,0.665586254426749,0.65562720290633,0.917405323214677,0.926272628828966,0.935460749409939,0.88330450522556,0.65444679930757,0.693258854866116,0.649926394577814,0.489201269386363,0.878112043556036,0.90120326693409,0.899289497080148,0.879030213887614,0.88456124755053,0.839565835893349,0.663536518991366,0.666309059228866,0.529636934990934,0.399514663338044,0.339429075315641,0.366022416951081,0.386531457306043,0.406118765158974,0.47450981094287,0.445618144397689,0.404990651240381,0.421949254941164,0.683444974353307,0.462464988231286,0.72122757605337,0.68615197949121,0.760368404062733,0.768118470643156,0.724522962327337,0.628431394696274,0.619295768671911,0.671492110840871,0.915825713077966,0.89375943317981,0.855345118802081,0.903062052514125,0.840467260238625,NA,0.862973864375919,0.825437638538674,0.797613491705413,0.720224889841937,0.718878150287951,0.875326023004684,0.890988568588926,0.90664136025197,0.873882751960074,0.87453939219732,0.868661559405129,0.854485638541407,0.850831007955958,0.730387295360147,0.706590431432176,0.923073666482241,0.912639239304404,0.90197089729228,0.910910010337694,0.895253040790439,0.780742309987073,0.78805309245083,0.660531717575325,0.824400881925861,0.82965793392898,0.898321939484901,0.912442625677788,0.90755716959628,0.878738666870596,0.885478836038443,0.826926134301027,0.831936284527294,0.72081998099083,0.683310433951794
7,0.559630937436051,0.622380008985263,0.575947737693792,0.576360146764304,0.92348856665194,0.954374870946333,0.940610863268379,0.896992362404274,0.630427192896609,0.654132762322057,0.564102590084086,0.533092563089576,0.896420796712239,0.913741244609099,0.902041370329794,0.876346756596317,0.895953000193895,0.888675476823534,0.724684410715747,0.56957047406714,0.507697150745293,0.424394468174274,0.353292370465279,0.370857370250392,0.456689471768877,0.493725490570112,0.645248889923115,0.588963609933865,0.513309595259757,0.550100890206719,0.732778784000518,0.488792570327453,0.768634344715864,0.694823547601725,0.776506912377148,0.812037521859873,0.771047155907818,0.653634007573129,0.636235315799722,0.666830085217963,0.915319628831817,0.907543258106007,0.800143483935352,0.923617739935177,0.882044824957846,0.403921574354202,0.937082907086925,0.88845939040184,0.869058831334107,0.781914357684155,0.809653103351582,0.862251050359627,0.888921575248244,0.906862735748294,0.890767073893285,0.897448878134451,0.889822602272032,0.877172349942357,0.967486632953991,0.758481891995128,0.76489263772964,0.919215691089631,0.903682760894299,0.894031465053558,0.915894873598791,0.898809529840949,0.660451700910926,0.804005915118802,0.749309134563344,0.854218665849079,0.866013079881668,0.894360582385448,0.902296581946384,0.897622778352382,0.881490759393005,0.892015692710876,0.837330326437932,0.84830918778544,0.772217991677201,0.704590035433124
9,0.897398965699332,0.931141872616375,0.873482733964919,0.876230499574116,0.880310464650393,0.943291045287077,0.936793544713189,0.891776418507989,0.697511330246925,0.941038875203382,0.865553142847838,0.692248080358949,0.849542492628098,0.887704255059364,0.884945171364284,0.83153994308739,0.886948751148425,0.903098745271564,0.906862750649452,0.888390276849884,0.872641299402013,0.855726504325867,0.875802146440203,0.867602489211343,0.841821651304922,0.900410836935043,0.921113957529483,0.910829918675644,0.823331823875738,0.846241839230061,0.889336091907401,0.413043483443875,0.896165583531061,0.84761905670166,0.89613382695085,0.933972077613527,0.93942365185781,0.838217148350345,0.827490602478836,0.845118688282214,0.912024992229664,0.886743399759997,0.850612754002213,0.92959416744321,0.929382283436625,NA,0.962175840331662,0.956836777017606,0.945240644975142,0.872930290798346,0.848454006016254,0.840110836469609,0.879698957457687,0.90190508521416,0.885494407787118,0.902127665408113,0.903244636952877,0.915607848167419,0.956041085720062,0.883878002564112,0.876906325419744,0.707205899804831,0.873994131153876,0.882965693250299,0.907523945320484,0.900245103985072,0.687028676271434,0.940999826869449,0.900108938415846,0.879543881467048,0.87926652861966,0.89066812561618,0.888848045840859,0.872403211337476,0.912716797956332,0.956608571939998,0.585922598838812,0.560917274426612,0.393857236718759,0.317414434279428
11,0.534757674789446,0.573499229024289,0.507900075893553,0.486193792233204,0.956649341389158,0.93091695913501,0.932190853714959,0.881446440712284,0.666558217621896,0.635041181809887,0.484938903995307,0.492460767934366,0.876266035414839,0.904575169086482,0.899180730930851,0.872706374084504,0.890390744007119,0.820157902332278,0.415686290188317,0.374734592658632,0.323315559483414,0.337391270124381,0.331776249934807,0.372593590482027,0.43686563236834,0.47714903588106,0.480055819136694,0.452989133237104,0.45071679057317,0.474000689544176,0.753284274145898,0.608160346308096,0.754892072443114,0.711283638464241,0.749738710667804,0.678634816012919,0.540170967578656,0.5013072192667,0.502526761928107,0.549269262280297,0.886904445936019,0.893355559313205,0.760362815833995,0.889566810047923,0.785564093486078,0.471065533200248,0.752149921298498,0.716534640280144,0.679053563624274,0.631491888487877,0.658070297996148,0.895251231733702,0.894133562369475,0.899823128455479,0.87981595823599,0.868932260200396,0.814488565099699,0.780362004041606,0.734684756517447,0.627451002597656,0.60139993255889,0.925794198069426,0.915614978291732,0.902056812889719,0.910925921213711,0.888211220973342,0.725048479857821,0.687688398283197,NA,0.778049796016362,0.795775853373511,0.899979975247928,0.915323309941558,0.905330463042473,0.855517381654869,0.829839582334786,0.690109349770072,0.710972648421856,0.647381656598389,0.60465343422432
12,0.61272120911901,0.607011312788185,0.515864556485953,0.524705910682636,0.829803931713102,0.945162330494556,0.941682482919392,0.892125745614372,0.664253413677227,0.722875853379572,0.0700473325519849,0.606334865093233,0.854640531539915,0.919508818424112,0.90417997227159,0.877361861142249,0.864542491734034,0.806355657248691,0.464575195312506,0.513790878653523,0.514692481249975,0.750000014901162,0.894338586800534,0.90634920483544,0.811104247444568,0.880437763624421,0.626447810683129,0.564705908298483,0.55782466564538,0.648104596137993,0.831603243070489,0.7858617258698,0.916024345776131,0.86417678991954,0.757071909904492,0.689277531327431,0.595833357423544,0.523809552192687,0.538258121457205,0.64063004392091,0.924183011054993,0.911519613116982,0.806938171386703,0.888694207719036,0.807239830493939,NA,0.664809101506285,0.619137277603151,0.596309135941904,0.556149759075842,0.63733871777852,0.908823534846311,0.90588235855103,0.910341569492896,0.86301870401517,0.846212130378597,0.780718967318546,0.778932981712882,0.720784330368053,0.569872419039411,0.552941203117365,0.871023972829185,0.910820629861622,0.887920607019355,0.883025217056282,0.846439637635887,0.667023192752497,0.589795512537825,0.569208449787555,0.774852176507319,0.867164651552844,0.910560720845277,0.915904144446057,0.881903608640036,0.808569365077552,0.790849685668956,0.686718479642332,0.683349969023373,0.649572670459751,0.609457924085509
13,0.581895449757569,0.629738584160802,0.57344031062993,0.546687891354433,0.90496732592582,0.912766889731091,0.930520038241926,0.885968939824539,0.532709475268014,0.685577633869215,0.532313753366466,0.513547266071489,0.877995649973551,0.906611368060113,0.904357304175694,0.877227389498761,0.895726501941681,0.856926692244798,0.649411785602562,0.444147359241144,0.382949708596523,0.379310352021268,0.365937080494201,0.38420479993026,0.451827097345485,0.463633580598995,0.51587484031916,0.444101578388063,0.414208587097089,0.440668122635947,0.724361276084733,0.772961829838004,0.803289069283393,0.77446624437968,0.81591971218586,0.755490210652343,0.696514179309186,0.598385260385617,0.584496535234525,0.637936935476624,0.911764711141585,0.907230397686361,0.882636745901482,0.912872980470241,0.867569667336185,NA,0.846671835764453,0.816858911338959,0.785515509305456,0.682817356366858,0.731951887634661,0.902030818164348,0.898798235001102,0.904132762322058,0.893641455684388,0.883445385098455,0.845686283707622,0.840885012133698,0.825650926496162,0.689184079247131,0.657761458307505,0.718221446781444,0.913834427793818,0.905758519549117,0.924286992035127,0.911911038320454,0.851252732177578,0.767009039719888,NA,0.825188547372805,0.83244207772342,0.907407412926356,0.914223472277322,0.908643445190116,0.880211861996812,0.863235302269456,0.766448815663635,0.788562104105926,0.721067048089426,0.660606080835513
15,0.548972949385641,0.576584992557761,0.527110002610992,0.504332951524038,0.960368392142382,0.936601310968398,0.937855145760944,0.891724207871396,0.693504920229314,0.658382366597648,0.501028937721014,0.504553763592831,0.885627801794753,0.909899787505467,0.904124764426384,0.875481824080149,0.898376126264788,0.870057789311894,0.605392180383192,0.386294730852566,0.334003277868035,0.339483075521213,0.350891274484732,0.380521162952257,0.441160912315057,0.460187555655229,0.465320458607882,0.474509808970125,0.473910676936302,0.522844721873591,0.781128760841159,0.587401985377058,0.729447594244189,0.717194586992256,0.757207804524955,0.658935394835342,0.631372570991516,0.508373108264557,0.504761934280392,0.53860880434512,0.884241110748711,0.894800204830831,0.763667834155696,0.891121243716963,0.799208611070389,0.394374422729017,0.7595108289694,0.718780654016873,0.693977609276761,0.640559793720318,0.671232512593264,0.899477978998963,0.896779351374681,0.903431400656699,0.867990183830258,0.865466194493427,0.787352304584928,0.777154902083758,0.734408617981013,0.643347360193723,0.627576828321667,0.927631583260861,0.915682544708251,0.902387047591416,0.907348827404133,0.883930100694945,0.75522669124755,0.720757614087012,0.45142857432366,0.799400883416331,0.784834571648385,0.898974014229552,0.916216360302421,0.907579165238599,0.856209158897398,0.832246962834047,0.743495077547362,0.749319187055028,0.685371535781179,0.652852070602501
16,0.7131652832031,0.981134076376216,0.820020650562475,0.609803944826125,0.915354879389344,0.937908500432968,0.931492601122172,0.879509811103343,0.568818772711409,0.992250233888624,0.341124880470723,0.504346953497997,0.860920487592618,0.893330368806014,0.88733299300734,0.856263625125089,0.875359484553338,0.837156872451296,0.372043022705778,0.832516349852073,0.576579545934997,0.775709453262859,0.874950987845659,0.869681000709533,0.790807855129246,0.89399933018561,0.957647061347961,0.361403517032943,0.553178873929116,0.597120122052734,0.894491136074068,0.871078439056876,0.869602311970825,0.810006772649699,0.832953551733815,0.980183317111087,0.846078440546989,NA,0.540800457131374,0.601980221743627,0.913848044350742,0.886325226518613,0.541582177425241,0.909134390877511,0.831372559070585,NA,0.986928105354309,0.871686282157906,0.877323110466426,0.575440849117236,0.572745123505592,0.893113731861114,0.883692020323216,0.895870130881666,0.883838993624636,0.871568635106083,0.874762815813877,0.979203803972774,0.975582687359936,0.658760298644315,0.649435552683744,0.883273316281182,0.86008987762034,0.858259812369943,0.884712535951096,0.865958613653976,NA,NA,0.301089336474737,0.653748578885044,0.827813488595625,0.89462916229082,0.87973856925964,0.858986934026078,0.830147068947549,0.992156863212585,NA,NA,0.825527202408278,0.68080497258587
19,0.882352948188782,0.973471743219039,0.678431391715986,0.646828164072167,0.859869289397741,0.939215689897553,0.918494970411669,0.857406103467314,0.620168089866873,0.732002817094089,0.235947713255691,0.450000032782455,0.824276387691557,0.865551206270895,0.843521731741424,0.813420490423978,0.840183984350189,0.82962036893742,0.321818950962223,0.702083351089613,0.616042803634184,0.798547579182674,0.850502160991274,0.846345809373225,0.801996436986176,0.869073091582845,0.886274516582489,0.152036204934311,0.601043564326104,0.741176486015602,0.867379687049214,0.863398700952535,0.853594779968374,0.770921212322422,0.801960825920237,0.718627467751475,0.756862759590149,0.701960802078247,0.669088831719061,0.755017315640237,0.884549026489277,0.863678812980701,0.496388029112212,0.885080995767028,0.788116471333508,0.321568638086319,0.988335847854612,0.664052307603302,0.672268927096988,0.635784335434021,0.768573744656203,0.853333342075477,0.861050601358831,0.86960785090928,0.856862783432057,0.860824338027453,0.877469485660392,0.833333343266129,0.898039221757375,0.600347504585056,0.739037448708644,0.876292342489545,0.857476736560057,0.848039224744016,0.875367654487293,0.856676995126724,0.869607850908914,0.769411778449472,NA,0.83711230917402,0.858474953969223,0.876590643610324,0.867175026072447,0.800098052620989,0.812138199806105,0.89273980501007,0.849588876769417,0.974448317434468,0.78018577161526,0.677535033225177
