"...1","median.X2016.12","median.X2017.02","median.X2017.03","median.X2017.05","median.X2017.06","median.X2017.07","median.X2017.08","median.X2017.10","median.X2017.11","median.X2018.02","median.X2018.04","median.X2018.05","median.X2018.06","median.X2018.07","median.X2018.08","median.X2018.09","median.X2018.10","median.X2018.11","median.X2019.02","median.X2019.03","median.X2019.05","median.X2019.06","median.X2019.07","median.X2019.08","median.X2019.09","median.X2019.10","median.X2020.01","median.X2020.02","median.X2020.03","median.X2020.04","median.X2020.05","median.X2020.06","median.X2020.07","median.X2020.08","median.X2020.09","median.X2020.11","median.X2021.02","median.X2021.03","median.X2021.04","median.X2021.06","median.X2021.07","median.X2021.08","median.X2021.09","median.X2021.10","median.X2021.12","median.X2022.01","median.X2022.02","median.X2022.03","median.X2022.04","median.X2022.05","median.X2022.06","median.X2022.07","median.X2022.08","median.X2022.09","median.X2022.10","median.X2022.11","median.X2022.12","median.X2023.02","median.X2023.03","median.X2023.05","median.X2023.06","median.X2023.07","median.X2023.08","median.X2023.09","median.X2023.10","median.X2023.12","median.X2024.01","median.X2024.03","median.X2024.04","median.X2024.05","median.X2024.06","median.X2024.07","median.X2024.08","median.X2024.10","median.X2024.11","median.X2024.12","median.X2025.02","median.X2025.03"
1,0.894096106290661,0.620047081470341,0.779283741572437,0.868891963423827,0.920766715396956,0.910175546892258,0.872918352995031,0.754652421040666,0.915298373718478,0.808284537358581,0.756537447666559,0.747011848134874,0.880918103503051,0.823666388826302,0.830761405554699,0.879270245475092,0.907550152005765,0.686062551833434,0.511410285532593,0.411102628166152,0.292908919281595,0.281081286137629,0.332157603022841,0.467311979283397,0.514512500592742,0.546554648876151,0.590106393776777,0.513725519180494,0.480943628586691,0.484262664336784,0.758779970804809,0.789772137596765,0.719490447622549,0.612089069266174,0.635331756348262,0.618820494378659,0.50441179424534,0.502178678910353,0.510222100730652,0.859487507078345,0.863304506417582,0.759005097879217,0.865144486882342,0.788429230451724,0.761541121884293,0.71027787248652,0.665446643034515,0.580196103453968,0.585141907567673,0.846685349941596,0.865409990196937,0.871630150154616,0.798503199293404,0.808685941915933,0.771608386692514,0.822208894150623,0.860123257636924,0.743865561485301,0.629262721329786,0.839297056198271,0.863071903586428,0.893927601000983,0.859567971148782,0.880724934155922,0.865726415525474,0.855713516225389,0.777332588814288,0.400000005960464,0.757436804963695,0.803759737809646,0.844453053647034,0.881623730925549,0.879592767357877,0.792759905230451,0.821719467639962,0.805416348536427,0.602600309084132,0.476078432798386
3,0.936227707785879,0.9045426750301,0.883841254265816,0.896109643681218,0.924935226923009,0.914156682005349,0.898577273363743,0.834499214952201,0.959713999857005,0.879445248696794,0.869038709428681,0.825306260656974,0.875541803083812,0.84506028519719,0.765144492842573,0.866650956904868,0.926300441923159,0.765433610098833,0.8890948645223,0.857371949525638,0.82850890215039,0.821385736450953,0.832797254006651,0.728652210925591,0.858236080656238,NA,0.92419355290548,0.856805682987674,0.799275858666172,0.781681134975635,0.766586577489948,0.519257587941309,0.734326106632068,0.746748817285058,0.713385279864568,0.441663369160412,0.367995526075631,0.336371701287117,0.310181915401161,0.318715918221507,0.419833549707889,0.284313738345383,0.486764706672228,0.5153263943849,0.531457159801027,0.478822587990147,0.443268678144235,0.348994796789365,0.292622275273771,0.38396662557901,0.481065618865657,0.538597377864075,0.522933450392556,0.548069254628773,0.575828418655982,0.639694503920705,0.661197557060777,0.452189639511885,0.412055628678563,0.725630938579286,0.786436422155682,0.576952299180884,0.699554385109402,0.739783687165302,0.734204092210182,0.660621976018064,0.558285064481833,0.519394137000905,0.698367206580877,0.775245111435631,0.862852841615647,0.86793853463356,0.853455376895963,0.801248230432187,0.816613968341853,0.781683797637971,0.666480488035737,0.589067529358442
4,0.889304819432182,0.838235303759577,0.800150841474538,0.859456048857781,0.910495968425975,0.899699885930334,0.873570844321184,0.381624656915662,0.905670381881099,0.817700063860097,0.767486644874922,0.802352952957176,0.879976240071384,0.863447476678821,0.86000000834465,0.610908294546197,0.423425303887479,NA,0.323684221035556,0.305498732820802,0.33284314721823,0.35653595626355,0.372905533422124,0.408386127306877,0.414447889516236,0.472021928718015,0.564705908298492,0.366531448117619,0.327739788349292,0.314757492981469,0.543690323829659,0.618702888488783,0.647405328520818,0.652287602424612,0.604511935864724,0.46066176705063,0.374197222616363,0.360334305978214,0.343187540769582,0.71307191252709,0.814606433329373,0.774485610149525,0.786642169579864,0.611332203097205,0.54875819683075,0.500229199211322,0.477166351772132,0.413884477840892,0.401171968928701,0.751522751564679,0.862393170595168,0.882961437619963,0.830588245391844,0.783128147901491,0.577229626717116,0.649895723829881,0.679380158262872,0.496732026338579,0.434518426656725,0.574491504196813,0.871241837739944,0.913852183304169,0.872919135064963,0.877880984231045,0.780915045738223,0.729803937673579,0.479901961982272,0.511942988092249,0.494901964068418,0.507777807116512,0.798658422733612,0.907070712609724,0.902136757969856,0.631118395262297,0.647498646629195,0.614086710308729,0.34925971286638,0.358943585838595
5,0.831764715906846,0.768166103783581,0.728027697871128,0.867787122726131,0.892609357833535,0.879901967942542,0.871125444157407,0.3593137338763,0.780392169950739,0.717211345831045,0.700000017880875,0.830718964338151,0.874614386558374,0.837928016683543,0.830065369605795,0.713494826765231,0.473491216247215,0.423529416322699,0.337628394365067,0.317385631799637,0.354271717369223,0.368531810800704,0.364435437424691,0.394206202799458,0.373856216669484,-0.0420168078437789,0.43609444158418,0.373057378662873,0.329971998929816,0.314015987846397,0.478205996342372,0.544715474292031,0.574229717254823,0.514596978824992,0.577310949564232,0.485160978855562,0.368814200162897,0.356625082817811,0.34256056301764,0.706069111824177,0.807450991869291,0.810270786285607,0.807843148708603,0.678839888423034,0.607313218954455,0.576784338950872,0.508823558687184,0.454901963471958,0.447619050740464,0.836007139899411,0.867799572150028,0.883480381965717,0.84909804821031,0.795358155454574,0.698039233684168,0.747058838602697,0.771568641064999,0.596534451771626,0.520915061234669,0.772549033163379,0.901357471942821,0.919047623872809,0.874971172388892,0.875335404747394,0.845019617080489,0.765266120433304,0.628571450709896,0.557422995566567,0.655848566827856,0.717647075649356,0.853594779968096,0.904026992859531,0.898374398549465,0.709803938864653,0.709803938864009,0.641470609605157,0.529847522576278,0.353846162557117
6,0.840437167980622,0.781699359416624,0.707450997829336,0.448190048337042,0.404248371720165,0.38823530077904,0.327058833837426,0.37505883097646,0.3454954095019,0.326637982595159,0.30964053422203,0.313725501298764,0.182775859447023,0.239215686917278,0.527893766280061,0.469281047582564,0.322875827550932,0.381960791349402,0.332714148257876,0.277124196291006,0.378976042072018,0.512377480045058,0.444821875699777,0.354771246512785,0.350700289010998,0.15490196645283,0.596514185269755,0.590686298906774,0.513346623683296,0.498329718907801,0.557516366243849,0.394485300406825,0.477975838112131,0.322352951765148,0.551036441326399,0.635592270315786,0.532657228667298,0.594054420148206,0.630787262276046,0.291316539049078,0.7813387554268,0.763492077588981,0.767433943955879,0.76823530793203,0.560348610083344,0.471568629145674,0.427450984716194,0.552941203117565,0.649754922837091,0.733333349228001,0.516526639461764,0.60285207358281,0.416619986295927,0.664836621284604,0.826262636618162,0.842724467578763,0.842289357572039,0.62799398899084,0.548394457153699,0.755137269496925,0.665859304806724,0.555462211370505,0.703529429435799,0.712592609723479,0.655620935559323,0.532709475268101,0.308371052146039,0.559979915618758,0.712254919111793,0.730718970299001,0.746678387940865,0.527576164996412,0.660667022069322,0.724816811807264,0.77080611387907,0.612523742260577,0.45980392396455,0.458823531866208
7,0.863286012205584,0.826244354248047,0.782011948201967,0.786104019569314,0.855806946754456,0.843735469599902,0.831690524075482,NA,0.890196084976196,0.785842485347037,0.717843154072762,0.741584982722998,0.856876659900584,0.834241999358666,0.808235305547714,0.82954249382019,0.842156872153282,0.325579333034429,0.781045764684677,0.716609013431213,0.720261454582214,0.822980402708054,0.847450978755951,0.824152225080658,0.856993472576141,NA,0.866352949142456,0.803921580314636,0.701156377792358,0.730065375566483,0.832168239614238,0.84975491091609,0.83217593592902,0.821230571845482,0.82819965373386,0.8335053418812,0.694689560681581,0.717005364461379,0.73205883949995,0.866739296250873,0.86199814081192,NA,0.866666674613953,0.856510818004608,0.89543672637506,0.893504908308387,0.864171131090684,0.746059948543333,0.737611423839222,0.840662941336632,0.853363507986069,0.869219758237402,0.853921577334404,0.840392166376114,0.813174030743539,0.856290858238935,0.847375088161038,0.817902824153071,0.545454572547566,0.805536343770869,0.876319766044617,0.890966991583506,0.84573530331254,0.867973864078522,0.867647066712379,0.896885819294873,0.891946785151958,NA,0.770620392971352,0.774734825384421,0.853247557766736,0.882126703858376,0.863599807024002,0.852674905900602,0.642058844864368,0.539989707501311,0.437955185770988,0.356862753629684
10,0.8784907974978,0.843518527845349,0.807910761956229,0.827342058221258,0.862079179511805,0.839012856113393,0.837858229875318,NA,0.892632210796243,0.823112234156059,0.774146709176903,0.779319604237724,0.836154959550391,0.82405732572076,0.807072840630897,0.838491442235655,0.87043741345391,0.303016602993144,0.83284314721789,0.785200759768198,0.785546231269548,0.822679749131287,0.835788732176469,0.81252033063556,0.847058832645532,NA,0.877058830857164,0.842731584762582,0.758968787060447,0.793086990713613,0.846415952580951,0.826610654592678,0.82101450342206,0.822024634411271,0.830484656792912,0.859978728516001,0.735232213923711,0.759302846590286,0.796547326704552,0.869639476460898,0.853396367281778,NA,0.870687523220187,0.871725667606613,0.914569377144569,0.911915540694958,0.892041528925979,0.792034326120857,0.780318178095709,0.821033878760213,0.819828442111731,0.829352327368651,0.82694912329331,0.820617954839395,0.812133805891943,0.850556447698855,0.855436728759001,0.84572830051159,0.699291956921223,0.811764717102251,0.851855751127107,0.860080450773485,0.817594548687402,0.862173210829629,0.857041006738394,0.882287588715406,0.910084038972645,0.778609638862599,0.818398008320673,0.81131653785701,0.861840128898732,0.682537307341986,0.8501759767533,0.860130727291042,0.527561996343363,0.440294121206351,0.37065585625584,0.35396682620064
11,0.88159327263602,0.740328579335908,0.788636583505624,0.840724962920936,0.868141872755747,0.848524034023336,0.859617474985991,0.448219140929573,0.901472121198597,0.804668545722902,0.772234736244552,0.774052540461168,0.851916017220367,0.810464789801314,0.816586097421735,0.856242676576041,0.894883936849111,0.403989578430564,0.840277060620166,0.798368578194559,0.819757341884131,0.835773942891295,0.841160110632603,0.823121268555053,0.863890343007811,NA,0.908612645905565,0.842231162734659,0.809363466889962,0.804152260808339,0.859253534360944,0.806821225237309,0.840438432070689,0.832006585098345,0.855701512503445,0.883584201335845,0.742579615991057,0.771404196297178,0.806352135725252,0.875435398972544,0.863763414035237,0.521522789670909,0.886834740638797,0.898235300183266,0.928160716419545,0.919344187611929,0.892287588119436,0.799960158583562,0.797288527488676,0.845895884776986,0.833939030532468,0.849029907113671,0.851129794120832,0.852815617775098,0.86566966570034,0.890852997448223,0.912080966657272,0.880947368119273,0.745791401013236,0.837585953148986,0.857795816454415,0.863478966972346,0.821138222043123,0.872616640452734,0.871426032619056,0.833074371769337,0.943640984167622,NA,0.822467330843145,0.820020650562508,0.860918288645564,0.853750603877953,0.844575172662773,0.858620347754293,0.768666680455292,0.54331921056406,0.47844406499454,0.42188691573301
13,0.936238202783787,0.895424842834471,0.86322044784372,0.89659443340803,0.915430525074837,0.891804933547975,0.878431379795071,0.718907579779639,0.949836604297159,0.840660484213561,0.846386563777902,0.839542493224156,0.871411288226094,0.815567450089891,0.842518069242185,0.879248373210429,0.939784949825663,0.812044829130187,0.891101062297817,0.863256615141155,0.866906770638061,0.851876759529119,0.869220254033116,0.839936758668897,0.888888895511629,0.470588237047203,0.971459696690247,0.873706598597832,0.780392169952389,0.851382613182066,0.869747906923296,NA,0.854390460511915,0.851903123014114,0.875381271044411,0.927419861157734,0.738361001014698,0.794248378276819,0.85206637382507,0.885091821352642,0.867647066712382,NA,0.909663870930668,0.936528689331477,0.981900453567504,0.971391837127865,0.931309302006991,0.818039226531962,0.834602085983044,0.866448809703195,0.851554289096742,0.869335500730412,0.869803929328919,0.875222823836587,0.900392162799832,0.955641275546595,0.982043344723555,0.937114849686627,0.768325805664051,0.842139046842404,0.868347346782686,0.880976959278714,0.849773764610292,0.893212676048279,0.891129791736603,0.907843142747876,0.986367881298062,0.866666674613951,0.867828620804675,0.870588243007662,0.875124959384693,0.874858395258587,0.867413640022275,0.889483072540967,0.570437431335484,NA,0.434743725939808,0.411404107151367
15,0.918161367783804,0.881820126396126,0.856928113102862,0.853635629639035,0.913189212481196,0.88972074335273,0.840994551624201,0.902032745540661,0.971666668355463,0.872036206722212,0.854656871408177,0.846004647593357,0.891150773910994,0.672948458128428,0.791140172216676,0.878420110920362,0.926280839308621,0.922760481343528,0.886143797636012,0.853033096995146,0.849859952926655,0.852287590503694,0.865836329910226,0.847816372798248,0.884129187990644,NA,0.939879339933423,0.874762815813845,0.841886558282502,0.843137264251686,0.867432605940861,0.884313732385635,0.848062905712389,0.857703089714046,0.866873646279163,0.908065118317313,0.758726475262371,0.792038039727609,0.843028331796303,0.88508616252379,0.874442198153187,0.864364884469804,0.910163404047477,0.926427966874544,0.95344579285561,0.943401210010068,0.915170283693978,0.8373136177748,0.841202623844096,0.870921993509246,0.86700823057082,0.883137249946598,0.878313369635074,0.888706496981672,0.899957380217031,0.933594775199919,0.952012386761256,0.91955757141117,0.816083863858231,0.854567744853816,0.873227760195724,0.892406773041251,0.868079852413471,0.896263417207953,0.895784319937223,0.940730841322379,0.956862747669215,NA,0.861891940577318,0.878615614551816,0.870018442471808,0.88357695286923,0.878931187531514,0.893879179616221,0.935346409082439,0.819934651255555,0.453758172690975,0.208144798875702
